id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1641250002285494274,1641098108565352448,2023-03-30 08:24:28 +07,2023-03-30,08:24:28,+0700,1135685776828710917,fraisesnow,Mauvais coach,,"@halavinicius @iZi_1313 @JoelPostbad @infin1gg4 C’est sur côté mdr, le chicken spot du coin fracasse la moitié",fr,[],[],[],0,0,0,[],[],https://twitter.com/FraiseSnow/status/1641250002285494274,False,,0,,,,,,,,"[{'screen_name': 'halavinicius', 'name': 'Toma🇫🇷', 'id': '1155256500710989825'}, {'screen_name': 'iZi_1313', 'name': 'Le J ⚪️Ⓜ️', 'id': '1040907644'}, {'screen_name': 'JoelPostbad', 'name': 'BMS | BIG BOSS 🇫🇷 #TCW', 'id': '1129704814508683264'}, {'screen_name': 'infin1gg4', 'name': 'The Voice', 'id': '1405801700204724227'}]",,,,
1641249986481467392,1641245947458879490,2023-03-30 08:24:24 +07,2023-03-30,08:24:24,+0700,1495745809647874052,senseii6969,Sensei,,@DDomaracky I’m going to change target to .69cents per coin,en,[],[],[],0,0,1,[],[],https://twitter.com/Senseii6969/status/1641249986481467392,False,,0,,,,,,,,"[{'screen_name': 'DDomaracky', 'name': 'linca ad30.eth', 'id': '1449140058120933377'}]",,,,
1641249983180709888,1641050490703151104,2023-03-30 08:24:23 +07,2023-03-30,08:24:23,+0700,1479282137899552768,hygtgjhghhj,Air Coin壹,,@CryptoThro Air Coin,en,[],[],[],0,0,1,[],[],https://twitter.com/hygtgjhghhj/status/1641249983180709888,False,,0,,,,,,,,"[{'screen_name': 'CryptoThro', 'name': 'CRYPTO THRO', 'id': '2738087632'}]",,,,
1641249976000090113,1640885566253461504,2023-03-30 08:24:21 +07,2023-03-30,08:24:21,+0700,1440659261311254535,coin2809,Coin2809 | chithien.bnb,,@KienThucCryptoC Học hỏi từ anh #kienthuccryptochannel,vi,[],[],[],0,0,0,['kienthuccryptochannel'],[],https://twitter.com/Coin2809/status/1641249976000090113,False,,0,,,,,,,,"[{'screen_name': 'KienThucCryptoC', 'name': 'Kiến Thức Crypto Channel', 'id': '1432442286411898881'}]",,,,
1641249969003966464,1641248075477045248,2023-03-30 08:24:20 +07,2023-03-30,08:24:20,+0700,943945736277843968,brentsketit,Brent🟪,,@DegenTW_ @redstone_defi what is purple coin,en,[],[],[],1,0,1,[],[],https://twitter.com/Brentsketit/status/1641249969003966464,False,,0,,,,,,,,"[{'screen_name': 'DegenTW_', 'name': 'Tim', 'id': '1627000128'}, {'screen_name': 'redstone_defi', 'name': 'redstone.finance', 'id': '1294053547630362630'}]",,,,
1641249961252618240,1641194697853923328,2023-03-30 08:24:18 +07,2023-03-30,08:24:18,+0700,1381247129717514240,frankcoin_neo,Frank,,"@lockyer83 Yeah, high hopes for the Hongkong crypto hub. Hopefully with $NEO at the start.",en,[],[],[],0,0,0,[],['neo'],https://twitter.com/FrankCoin_Neo/status/1641249961252618240,False,,0,,,,,,,,"[{'screen_name': 'lockyer83', 'name': 'wolf of.Neo', 'id': '1495207950'}]",,,,
1641249931573772291,1641246176069705730,2023-03-30 08:24:11 +07,2023-03-30,08:24:11,+0700,454294166,sbcooljiji,Jiji Cool,,@MasonVersluis @SaucerSwapLabs low marketcap with huge potential once investors find out about Hedera they will rush to hcs coins.,en,[],[],[],0,0,0,[],[],https://twitter.com/sbcooljiji/status/1641249931573772291,False,,0,,,,,,,,"[{'screen_name': 'MasonVersluis', 'name': 'MASON VERSLUIS 🏆🔮', 'id': '1039692343794970624'}]",,,,
1641249928394448897,1640970189884776448,2023-03-30 08:24:10 +07,2023-03-30,08:24:10,+0700,549705686,pete_o_burg,jeffreyrideout.algo,,@DameonAlgo @coin_trades @roamoilanen @StaciW_DC 💯,qme,[],[],[],0,0,0,[],[],https://twitter.com/Pete_o_Burg/status/1641249928394448897,False,,0,,,,,,,,"[{'screen_name': 'DameonAlgo', 'name': 'marinecorps.algo', 'id': '1400629471649013760'}, {'screen_name': 'coin_trades', 'name': 'Coin TrȺdes ∞', 'id': '1291649306953310209'}, {'screen_name': 'roamoilanen', 'name': 'roamoilanen.algo', 'id': '1525104768275841027'}, {'screen_name': 'StaciW_DC', 'name': 'staci.algo', 'id': '1708476680'}]",,,,
1641249927534608385,1641249927534608385,2023-03-30 08:24:10 +07,2023-03-30,08:24:10,+0700,1408890653887586306,crypto_whispers,Crypto Whispers,,Top 5 noticeable movers:  #JOE #LEVER #STRAX #C98 #SXP   🟢 $JOE $0.569 (15.14%) 🟢 $LEVER $0.002301 (25.39%) 🟢 $STRAX $0.687 (29.38%) 🟢 $C98 $0.2907 (33.41%) 🟢 $SXP $0.5298 (71.68%)  Do you #hodl any of these coins?,en,[],[],[],0,0,0,"['joe', 'lever', 'strax', 'c98', 'sxp', 'hodl']","['joe', 'lever', 'strax', 'sxp']",https://twitter.com/crypto_whispers/status/1641249927534608385,False,,0,,,,,,,,[],,,,
1641249926276612096,1641249926276612096,2023-03-30 08:24:10 +07,2023-03-30,08:24:10,+0700,58235603,lachlanjmc,Lachlan Coin,,Exciting opportunity for computational biologist to work on vaccine design,en,[],[],[],0,1,1,[],[],https://twitter.com/lachlanjmc/status/1641249926276612096,False,https://twitter.com/Matthew_R_McKay/status/1640123558713253889,0,,,,,,,,[],,,,
1641249901018492929,1641249901018492929,2023-03-30 08:24:04 +07,2023-03-30,08:24:04,+0700,1189136759046602752,wenxiu82973815,wenxiu,,It's like a deep sea chest full of gold coins 29 edgefy  #女m #操逼 #父女  https://t.co/e5DCSy1AzD,en,[],[],['https://pbs.twimg.com/media/FsbkFEAaEAE_ltq.jpg'],0,0,0,"['女m', '操逼', '父女']",[],https://twitter.com/wenxiu82973815/status/1641249901018492929,False,,1,https://pbs.twimg.com/media/FsbkFEAaEAE_ltq.jpg,,,,,,,[],,,,
1641249884920578054,1641197207721332736,2023-03-30 08:24:00 +07,2023-03-30,08:24:00,+0700,1597443315334529026,mjtiv13,M. Joseph Tomlinson IV,,@davidagoebelt @0x_Ears @LUNCDAO If it is please let me know… the coins estimated value is HUGE LoL,en,[],[],[],0,0,0,[],[],https://twitter.com/mjtiv13/status/1641249884920578054,False,,0,,,,,,,,"[{'screen_name': 'davidagoebelt', 'name': 'David Goebelt - LUNC Validator', 'id': '1531072317647986688'}, {'screen_name': '0x_Ears', 'name': '0xEars', 'id': '1510374842171891713'}, {'screen_name': 'LUNCDAO', 'name': 'Penelope Picklebottom', 'id': '1471279207095406595'}]",,,,
1641249876674748416,1641207898020941824,2023-03-30 08:23:58 +07,2023-03-30,08:23:58,+0700,1478435837578657793,goldcoins20,GoldCoins,,"@JohnMar28988436 @sunrickbell Honestly, if Albertans gave 1/10 of a shit about how poorly their province has been run by the corrupted &amp; incompetent @Alberta_UCP as they did about Trudeau’s hair and socks they’d clue in and vote for better. Dumbass old #PaidShills like Rick are a big part of the issue.🙄🙄🙄",en,"[{'screen_name': 'alberta_ucp', 'name': 'united conservative party of alberta', 'id': '889602767076995072'}]",[],[],0,0,0,['paidshills'],[],https://twitter.com/GoldCoins20/status/1641249876674748416,False,,0,,,,,,,,"[{'screen_name': 'JohnMar28988436', 'name': 'John Martin', 'id': '1246265939110305793'}, {'screen_name': 'sunrickbell', 'name': 'rick bell', 'id': '284722083'}]",,,,
1641249876263731201,1641249876263731201,2023-03-30 08:23:58 +07,2023-03-30,08:23:58,+0700,1263534994112339969,gbquotebot,greater boston bot,,"GEMMA: Deep breath, Monty. In Greek mythology, the Underworld was where the dead people went. They’d need to carry a coin under their tongues to pay Charon, the Ferryman, to transport them deeper into death.",en,[],[],[],0,0,0,[],[],https://twitter.com/gbquotebot/status/1641249876263731201,False,,0,,,,,,,,[],,,,
1641249857263345671,1641249857263345671,2023-03-30 08:23:53 +07,2023-03-30,08:23:53,+0700,1552374817420091393,bzmbiee,𝗺𝗮𝗿𝗶𝗻𝗮 ★!! 📖: soc,,"se eu tenho duas balas e me colocam em uma sala c o snow, coin e gale eu atiro duas vezes no gale só p ter certeza q foi de ralo",pt,[],[],[],0,0,0,[],[],https://twitter.com/bzmbiee/status/1641249857263345671,False,,0,,,,,,,,[],,,,
1641249837780975616,1641249837780975616,2023-03-30 08:23:48 +07,2023-03-30,08:23:48,+0700,1491939056783339520,redsky0716,COIN SKY,,💛Free node skylex network (slx coin mining)💛 ☑️Complete the KYC process and get a free $25 node ☑️Complete these easy steps and get a $100 Nobel Node for free! ☑️sign up link  https://t.co/vdj7XvcsL8  https://t.co/u3IhRlzzBP,en,[],['https://skylex.network/invite/cd76e24a26'],['https://pbs.twimg.com/media/Fsbj_RvacAYtpbJ.jpg'],0,0,1,[],[],https://twitter.com/redsky0716/status/1641249837780975616,False,,1,https://pbs.twimg.com/media/Fsbj_RvacAYtpbJ.jpg,,,,,,,[],,,,
